# Everyday-life vocabulary. Columns as in core.tsv.
owal	oval	n	B1	shapes
linia	line	n	A1	shapes
kąt	angle, corner	n	A2	shapes
okrągły	round	adj	A2	shapes
kwadratowy	square	adj	A2	shapes
płaski	flat	adj	A2	shapes
ostry	sharp, spicy	adj	A2	shapes,food
jasne	sure, clear	part	A2	daily-conversation
zgadza się	that is right	expr	A2	daily-conversation
nie wiem	I do not know	expr	A1	daily-conversation
moim zdaniem	in my opinion	expr	B1	daily-conversation
na przykład	for example	expr	A2	daily-conversation
w porządku	all right	expr	A1	daily-conversation
to zależy	it depends	expr	A2	daily-conversation
